City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
231,Mattru,SL,7.6244,-11.8332,296.06,96,100,1.04,light rain,2022-09-14 01:10:53
232,Moa,CU,20.6569,-74.9403,299.6,84,7,2.78,clear sky,2022-09-14 01:10:54
233,Fairbanks,US,64.8378,-147.7164,291.34,52,75,0.0,broken clouds,2022-09-14 01:07:29
234,Mount Gambier,AU,-37.8333,140.7667,287.35,56,100,7.21,overcast clouds,2022-09-14 01:10:54
235,Schertz,US,29.5522,-98.2697,303.07,64,0,8.23,clear sky,2022-09-14 01:10:55
236,Mocajuba,BR,-2.5842,-49.5072,296.9,89,2,1.91,clear sky,2022-09-14 01:10:55
237,Hokitika,NZ,-42.7167,170.9667,285.47,32,0,0.69,clear sky,2022-09-14 01:10:56
238,Bayangol,RU,50.6977,103.4656,279.99,81,100,1.46,overcast clouds,2022-09-14 01:10:56
239,Tamiahua,MX,21.2667,-97.45,299.3,78,91,3.15,overcast clouds,2022-09-14 01:10:56
240,Butaritari,KI,3.0707,172.7902,300.7,71,6,3.85,clear sky,2022-09-14 01:10:57
241,Hilo,US,19.7297,-155.09,302.19,77,40,4.63,scattered clouds,2022-09-14 01:10:57
242,Ambilobe,MG,-13.2,49.05,293.08,81,86,1.65,overcast clouds,2022-09-14 01:10:58
243,Kruisfontein,ZA,-34.0033,24.7314,283.57,87,0,2.44,clear sky,2022-09-14 01:10:58
244,Nouakchott,MR,18.0858,-15.9785,301.11,80,22,5.64,few clouds,2022-09-14 01:10:59
245,Araouane,ML,18.9048,-3.5265,309.75,16,31,3.5,scattered clouds,2022-09-14 01:10:59
246,Ankpa,NG,7.3706,7.6253,294.31,97,99,0.64,overcast clouds,2022-09-14 01:11:00
247,Saldanha,ZA,-33.0117,17.9442,286.18,61,0,2.96,clear sky,2022-09-14 01:11:00
248,Urucara,BR,-2.5364,-57.76,298.18,72,27,0.74,scattered clouds,2022-09-14 01:11:01
249,Chifeng,CN,42.2683,118.9636,293.36,54,0,0.7,clear sky,2022-09-14 01:11:02
250,Singarayakonda,IN,15.25,80.0333,300.97,67,85,3.62,overcast clouds,2022-09-14 01:11:03
251,Viedma,AR,-40.8135,-62.9967,280.41,88,0,4.62,clear sky,2022-09-14 01:11:04
252,Jacareacanga,BR,-6.2222,-57.7528,298.41,64,6,1.2,clear sky,2022-09-14 01:11:04
253,Tantoyuca,MX,21.35,-98.2333,297.47,85,26,3.35,scattered clouds,2022-09-14 01:11:05
254,Ponta Delgada,PT,37.7333,-25.6667,296.55,94,40,3.09,scattered clouds,2022-09-14 01:11:06
255,Puerto Carreno,CO,6.189,-67.4859,299.45,82,100,1.64,heavy intensity rain,2022-09-14 01:11:06
256,Udachnyy,RU,66.4167,112.4,277.11,61,40,6.68,scattered clouds,2022-09-14 01:11:08
257,Sistranda,NO,63.7256,8.834,284.13,86,100,11.16,light rain,2022-09-14 01:11:08
258,Guadalupe Y Calvo,MX,26.1,-106.9667,286.87,87,100,0.32,overcast clouds,2022-09-14 01:11:09
259,Batesville,US,35.7698,-91.641,297.01,63,0,0.0,clear sky,2022-09-14 01:11:09
260,Sibu,MY,2.3,111.8167,295.54,98,100,1.53,overcast clouds,2022-09-14 01:11:10
261,Kaeo,NZ,-35.1,173.7833,291.11,72,100,1.43,overcast clouds,2022-09-14 01:11:10
262,Sao Filipe,CV,14.8961,-24.4956,299.31,83,77,2.63,light rain,2022-09-14 01:11:11
263,Ruwi,OM,23.5996,58.5507,301.98,66,9,1.33,clear sky,2022-09-14 01:11:11
264,Carbondale,US,37.7273,-89.2168,292.62,81,0,0.0,clear sky,2022-09-14 01:11:12
265,Castrillon,ES,43.3979,-6.7922,289.26,92,93,2.12,overcast clouds,2022-09-14 01:11:12
266,Manta,EC,-0.95,-80.7333,293.03,88,100,4.63,overcast clouds,2022-09-14 01:11:13
267,Teahupoo,PF,-17.8333,-149.2667,298.13,74,100,8.9,overcast clouds,2022-09-14 01:11:13
268,Graaff-Reinet,ZA,-32.2522,24.5308,284.51,57,0,1.12,clear sky,2022-09-14 01:11:14
269,Calabar,NG,4.9517,8.322,295.77,98,98,0.26,light rain,2022-09-14 01:11:15
